SHA1,Commit_date,Author,LOC,SLOC,Issues_number,Branch_name,SCM,Date,Date1
83abb68c7ff5716d2ccbb576e79acefa00b0273e,1372875283,droy,2,0,1,refs/heads/mkeller/testing,GIT,13-Jul,2013-07-03
409462bc339e971281fd3d01a36a02a1295c348b,1372773905,Markus Keller,6,1,0,master,GIT,13-Jul,2013-07-02
a81cebacbf0361dd2d01e385028159c4776d8b43,1372773898,Thirumala Reddy Mutchukota,73,73,1,master,GIT,13-Jul,2013-07-02
a8d9f126228148d76f67078eaac3e3ee48e11b6e,1372773894,Noopur Gupta,67,67,1,master,GIT,13-Jul,2013-07-02
b7813b6bd88f74200679f5bef584c4b4895f5467,1372761510,Markus Keller,30,0,0,master,GIT,13-Jul,2013-07-02
f10b01ba397b72bca83ce6e8832888997db0fa92,1372258802,Markus Keller,16,0,1,master,GIT,13-Jun,2013-06-26
9b6f448a9d4ebac136399aae1506a3adbe913a35,1372244641,Dani Megert,20,0,1,master,GIT,13-Jun,2013-06-26
25f6fa1a7ebf29cad054ce9a6bc02ce430a9dfb0,1372238770,Dani Megert,11,11,1,master,GIT,13-Jun,2013-06-26
68906597e0b2e7bab42767bb4d21b85794e3634c,1372227137,Noopur Gupta,33,33,1,refs/heads/BETA_JAVA8,GIT,13-Jun,2013-06-25
b5d624f1845fb6bff7f13342aa09670074aa22ed,1372161471,Dani Megert,10,10,1,master,GIT,13-Jun,2013-06-25
95a429c87e11d9f532ec6d0ef68c3d442f81a499,1371786870,Manju Mathew,7,7,1,master,GIT,13-Jun,2013-06-20
a2ac6a98bd5c1c7f44d551e7bc1c9431412d831c,1371736488,Dani Megert,1,0,1,master,GIT,13-Jun,2013-06-20
9a7c42ae635d04d9f3e7d88e63fc12c52e64edab,1371734437,Dani Megert,6,6,1,master,GIT,13-Jun,2013-06-20
48580acf87540b39b9363595fe6782842434f7b2,1371733777,Dani Megert,4,4,1,master,GIT,13-Jun,2013-06-20
2d191319dbd3f22e43a2ea50c2bd0c31ffde278a,1371733538,Dani Megert,4,4,1,master,GIT,13-Jun,2013-06-20
3969b419201db89064520e2f18c8fcd7fe24d44e,1371732768,Dani Megert,1,1,1,master,GIT,13-Jun,2013-06-20
e9b50d9fdf16dd85521de513040201c9bdf47eba,1371716530,Manju Mathew,2,0,0,master,GIT,13-Jun,2013-06-20
40544c1d88171a8fbe67d79a86575afa8004bc53,1371715049,Dani Megert,4,0,0,master,GIT,13-Jun,2013-06-20
16ee663449e453731b9ec732fd5466cb067446aa,1371713027,Dani Megert,1,1,1,master,GIT,13-Jun,2013-06-20
b3dbf432e08989481681d7518ee591ffdc26fcef,1371712966,Dani Megert,1,0,1,master,GIT,13-Jun,2013-06-20
3eb33f82538442544fc90fdbf902b8de4f4986f8,1371705706,Manju Mathew,1,1,1,master,GIT,13-Jun,2013-06-19
35ccae0f97548983cd7bc772078bfea47d50ec47,1371124688,Noopur Gupta,160,160,1,refs/heads/BETA_JAVA8,GIT,13-Jun,2013-06-13
73a81a90b73ed308fb0320ae936432fea9c1e158,1370888958,Markus Keller,4,4,1,refs/heads/BETA_JAVA8,GIT,13-Jun,2013-06-10
3a7a81fc03ee953fa63c7aceaff7932c8fc68032,1370506461,Manju Mathew,7,7,1,master,GIT,13-Jun,2013-06-06
9b262e7bdef637ab41f7b00ec5e19e435fd01635,1370506454,Manju Mathew,2,0,1,master,GIT,13-Jun,2013-06-06
b1685b025876ed72aedfc8c7af59129b19055e7d,1370454510,Markus Keller,163,0,1,master,GIT,13-Jun,2013-06-05
b1685b025876ed72aedfc8c7af59129b19055e7d,1370454510,Markus Keller,163,0,1,master,GIT,13-Jun,2013-06-05
ba1353abd4c1954150f73ef66764d2e3badfed42,1370342533,Noopur Gupta,20,0,1,refs/heads/BETA_JAVA8,GIT,13-Jun,2013-06-04
0ac85d526d67ab00390c45fd46510e10c157ba19,1370268182,Markus Keller,4,4,1,master,GIT,13-Jun,2013-06-03
0ac85d526d67ab00390c45fd46510e10c157ba19,1370268182,Markus Keller,4,4,1,master,GIT,13-Jun,2013-06-03
8029c94ba8f0cb368deb09e3b2f19467d14ad8ed,1370267931,Markus Keller,35,35,1,master,GIT,13-Jun,2013-06-03
df8e13d0538715a29e0dfacb9ebed218768949db,1369836927,Markus Keller,0,0,0,master,GIT,13-May,2013-05-29
4fc272a117b65b419fab3e20439e992f8167053f,1369836771,Markus Keller,20,20,1,master,GIT,13-May,2013-05-29
73d67a32960c70a9f4c8c124b927566bbb4db298,1369728503,Dani Megert,0,0,0,master,GIT,13-May,2013-05-28
5b86a73568cdfaf0216586f2ddbda6b6524280ab,1369649429,Dani Megert,2,0,0,master,GIT,13-May,2013-05-27
d22f7cb3bbdb14cbdb1b10117fb46ba704346df8,1369236445,Markus Keller,0,0,0,refs/heads/dmegert/Manju/packageDoc,GIT,13-May,2013-05-22
c88048787bc4da7383cf9312520a59cc1619d909,1369148810,Markus Keller,7,7,1,master,GIT,13-May,2013-05-21
a0f013e697405dc12a34ea39752fa3fbaed64ba0,1369148505,Manju Mathew,7,7,1,master,GIT,13-May,2013-05-21
72eff3028fedfe989d71fc4ea780d8ce33fd4ddf,1368648194,Dani Megert,0,0,0,master,GIT,13-May,2013-05-15
6836a991407904816719d84dea858bfab6337f32,1368545532,Markus Keller,3,3,1,master,GIT,13-May,2013-05-14
92914ba77676065c8ac13abce98f89b88fe957a9,1368532473,Markus Keller,5,5,1,master,GIT,13-May,2013-05-14
d4a1981684d1e25964bdb632609f9aa7028f70bd,1368455247,Dani Megert,7,7,0,master,GIT,13-May,2013-05-13
eaba6982dc2b001ff0b88f52be3aebd19350e66c,1368023582,Dani Megert,1,1,1,master,GIT,13-May,2013-05-08
cf3b1e0557cf1dfa6e51ae0572b8b24d58a6d378,1367436146,Markus Keller,0,0,1,master,GIT,13-May,2013-05-01
7ea3eb6199fb573e91f0ec3833069a6f191ab9a4,1367434547,Moshe WAJNBERG,63,61,1,master,GIT,13-May,2013-05-01
d74093a2c7054040119bc2912779c8a5211734e4,1367429631,Markus Keller,1,1,1,master,GIT,13-May,2013-05-01
361e357223c1cded432c9cc0c7de9ddd0f833c72,1367428421,Markus Keller,1,1,1,master,GIT,13-May,2013-05-01
eb70b9089b5d543d305eb8ecb487399301af28d5,1367423384,Markus Keller,2,2,1,master,GIT,13-May,2013-05-01
04f7136798d703e9faf68afc5c186cf433e71396,1367422021,Markus Keller,1,1,1,master,GIT,13-May,2013-05-01
6402d5193cf61d970c798bf077f5f31fba3202d6,1367251300,Manju Mathew,1,0,1,master,GIT,13-Apr,2013-04-29
cf4a6483b2973f177218ad73eb61797eee47e0e5,1367249181,Lars Vogel,14,0,1,master,GIT,13-Apr,2013-04-29
932cf1260a5fe3600fe1dc38685d32c7d862c1d6,1367234041,Dani Megert,3,0,1,master,GIT,13-Apr,2013-04-29
449a3453b969f43104f75fec7c5c1f039a339dc7,1367215493,Manju Mathew,39,39,1,refs/heads/BETA_JAVA8,GIT,13-Apr,2013-04-28
9f57afcb99ecfb6b3aa663ebe978b051fb75c842,1367188044,Markus Keller,177,175,1,master,GIT,13-Apr,2013-04-28
050dcb5f7e736575a72442d32d95e5dc688bf508,1367181391,Markus Keller,80,77,1,master,GIT,13-Apr,2013-04-28
f884bb73f0186fc8e55c458c1d817fa2cc34b4f4,1367136827,Christian Georgi,115,113,1,master,GIT,13-Apr,2013-04-28
8784c4cedca248ed848edd5edd1d7c2f3a7741e4,1366887454,Lars Vogel ,1,1,1,master,GIT,13-Apr,2013-04-25
2d5bd8929f145ed59de22ea994964a0089c817e3,1366882046,Lars Vogel ,16,16,1,master,GIT,13-Apr,2013-04-25
82e7a99c8429022aaab5edd6cdaa0b55d97f74df,1366873653,Noopur Gupta,113,113,1,master,GIT,13-Apr,2013-04-25
17c7783177bc359beb03a7575237fd347cc3ba49,1366814980,Stephan Herrmann,803,800,5,master,GIT,13-Apr,2013-04-24
5d6ace937cb325666a8ecd8c450083ad352998d0,1366811053,Dani Megert,3,3,0,master,GIT,13-Apr,2013-04-24
56a71d2ee66ee21cb47311029b03237f147ab8dd,1366699949,Manju Mathew,3,3,1,master,GIT,13-Apr,2013-04-22
1272c9f6f907eed518cb0c118654349add1f93d8,1366645092,Markus Keller,25,25,0,refs/heads/BETA_JAVA8,GIT,13-Apr,2013-04-22
74f9735980e7fa9a1c1f1288e79b906146957217,1366641881,Markus Keller,3,3,1,master,GIT,13-Apr,2013-04-22
5523c3f8b72f7756ed30b5b0cf6ab5ec36d8392c,1366631271,Noopur Gupta,1,1,1,master,GIT,13-Apr,2013-04-22
e671df9ce3e004b5f28924e663b4002e4cd9266d,1366377790,Noopur Gupta,76,76,1,master,GIT,13-Apr,2013-04-19
fe583f16d4f40e8f511ba4e2983ee3fcd040f50c,1366297646,Markus Keller,0,0,0,master,GIT,13-Apr,2013-04-18
7de40e2480d04f5baf1c504c4261daea04f08447,1366290435,Dani Megert,10,10,0,master,GIT,13-Apr,2013-04-18
b8405fa05387cdb7daf0916f78cdceadd61a6d53,1366289954,Manju Mathew,1,1,1,master,GIT,13-Apr,2013-04-18
f5c0999f0d8c339c1a4042594fbad7f6b8b79e83,1366219669,Markus Keller,18,18,0,master,GIT,13-Apr,2013-04-17
78977288c10fb31b99d47632356ea690c65a90d1,1366215382,Markus Keller,41,0,1,master,GIT,13-Apr,2013-04-17
5c4ee9b481011ad1c261c03b34c1889975e620bb,1366121915,Dani Megert,4,0,0,master,GIT,13-Apr,2013-04-16
f1dd40f5c635ffcfaebaac6aaf51a564f2d6299a,1366118953,Dani Megert,1,0,1,master,GIT,13-Apr,2013-04-16
9e44ebc0447ede8a22ec472659a5fa68ca2c3424,1366040862,Manju Mathew,58,58,1,master,GIT,13-Apr,2013-04-15
0f106a4b4c8cb4332d9376433e825c8c8353ba54,1366038042,Markus Keller,6,6,0,refs/heads/BETA_JAVA8,GIT,13-Apr,2013-04-15
ce474a3aac184c85eac01756791c5dd2ad20cc33,1366033549,Markus Keller,50,50,0,master,GIT,13-Apr,2013-04-15
bf460dd3e70a842eed8c4a5d54d2c877a62fe3a3,1365786632,Markus Keller,9,9,0,master,GIT,13-Apr,2013-04-12
7e5d237f012240dfcbb223300ff9347f44b70915,1365782976,Markus Keller,1,1,0,master,GIT,13-Apr,2013-04-12
b2eaff18ee1d12f75d7971ebda532be96f97ca1d,1365685203,Markus Keller,1,1,0,master,GIT,13-Apr,2013-04-11
c47cfd066ed2625d7d5bcb86255bd873a5058b8b,1365684305,Noopur Gupta,127,127,1,master,GIT,13-Apr,2013-04-11
4a050305939c6d797c481566c3915e524c770989,1365433970,Manju Mathew,32,32,1,master,GIT,13-Apr,2013-04-08
f218388fea6d4ec1da7ce22432726c244888bb6b,1365426274,Dani Megert,9,0,1,refs/heads/R3_8_maintenance,GIT,13-Apr,2013-04-08
4fe3abfa7bf8bd25e5b545c33710b4c55bcdbc5d,1365185169,Markus Keller,1,1,0,master,GIT,13-Apr,2013-04-05
f89ec7d1780be0be876a4a44a3407added45cdb3,1365184977,Markus Keller,25,25,0,master,GIT,13-Apr,2013-04-05
0612060bdb82fa3357a05fd5db5fefcc8dd1115e,1365178156,Dani Megert,7,0,1,master,GIT,13-Apr,2013-04-05
8715274aefc5cc4622fa79612694ce83063f2fad,1365157753,Manju Mathew,38,38,1,master,GIT,13-Apr,2013-04-05
6b94ad09afd349d4a8a1fc03e60acfb3d312948a,1365157425,Dani Megert,22,22,0,master,GIT,13-Apr,2013-04-05
98de7b54e9692cb1c0e42917238ed0376e594ac1,1365157170,Noopur Gupta,18,18,1,master,GIT,13-Apr,2013-04-05
16adef4548198d353256203ee59d8c8fb8b4726e,1364492146,Markus Keller,48,48,0,master,GIT,13-Mar,2013-03-28
628512287424b917c572117e94dee64b6e8f0eb1,1364491007,Markus Keller,1,1,0,master,GIT,13-Mar,2013-03-28
35930dadb6b466077dfc457d22e72accb55a7c11,1364473722,Markus Keller,4,4,1,master,GIT,13-Mar,2013-03-28
d6fc5be30a671d5a752514e033eb20332d7e4373,1364468255,Noopur Gupta,60,60,1,master,GIT,13-Mar,2013-03-28
22ac36441ba617abbca5b89105e7dda60b64d996,1364398358,Paul Webster,52,0,1,master,GIT,13-Mar,2013-03-27
c628b9867101f09e568a53cbaea3baac805f31b7,1364396871,Paul Webster,54,0,1,refs/heads/R3_8_maintenance,GIT,13-Mar,2013-03-27
ecfdffb1302e2d91b6fc290a006f78834918da60,1364073256,Markus Keller,26,26,1,refs/heads/BETA_JAVA8,GIT,13-Mar,2013-03-23
b3bb5c2f6b80a9e17d9c5b2d0c01f21023e55e8e,1363946711,Markus Keller,16,16,1,master,GIT,13-Mar,2013-03-22
a4806a69ebf8a6d868804908bd65fd6b2a14fde5,1363896027,Markus Keller,67,67,1,master,GIT,13-Mar,2013-03-21
7bbe6eb55f88280cdbb36797a69a24f1f6fb2649,1363893047,Oliver Masutti,2,2,1,master,GIT,13-Mar,2013-03-21
e22f118178ef366019ebbb07d469d6a8a346515f,1363884646,Manju Mathew,31,24,1,refs/heads/BETA_JAVA8,GIT,13-Mar,2013-03-21
ac363e063ab27f9187b62de26868fc5b08876b02,1363879646,Dani Megert,1,1,1,master,GIT,13-Mar,2013-03-21
d82c228f427df19d2243bd6419d2b22e0c7d073b,1363179743,Dani Megert,1,0,0,master,GIT,13-Mar,2013-03-13
4040304852a0dba347a65c7ed192f1c5456e55dd,1363177909,Manju Mathew,8,8,2,master,GIT,13-Mar,2013-03-13
744663f82bfa2d54141314b9abdb0522dd9df427,1363169750,Dani Megert,3,3,1,master,GIT,13-Mar,2013-03-13
0e8156a0ee59f04b2e265d8bdbdea1497f47fee3,1363090475,Rabea Gransberger,444,444,1,master,GIT,13-Mar,2013-03-12
08653fe28e027c770dd914127101b9aa9c1688f2,1363087319,Dani Megert,7,7,1,master,GIT,13-Mar,2013-03-12
6b7bcec8574e183114aaedf920e354ff237dd0c0,1363004040,Dani Megert,1,0,0,master,GIT,13-Mar,2013-03-11
fab470565c2f2a25ed916fb436b8eaee72d3e7b2,1363003332,Dani Megert,5,5,0,master,GIT,13-Mar,2013-03-11
71b6ab3c4d81d215e847d3d6bfaff39c02aef753,1362676758,Markus Keller,4,4,0,refs/heads/BETA_JAVA8,GIT,13-Mar,2013-03-07
8a0943b847c77dead1c48a075425263de8d703e4,1362676753,Markus Keller,1,0,0,refs/heads/BETA_JAVA8,GIT,13-Mar,2013-03-07
d35d2542c55a173048ede7a729328eb249d7dde2,1362676025,Markus Keller,33,32,0,refs/heads/BETA_JAVA8,GIT,13-Mar,2013-03-07
c5348aaa289a0c126c70e3a232c7c6003fcec250,1362676016,Markus Keller,27,23,0,refs/heads/BETA_JAVA8,GIT,13-Mar,2013-03-07
63c861dad6d85c9b066c172879714268211dd680,1362591941,Markus Keller,11,11,0,master,GIT,13-Mar,2013-03-06
77d28d022c5f2dcde11ddf185debfb49b928b91b,1362083995,David Williams,12,0,1,master,GIT,13-Feb,2013-02-28
d221e0b239aa23b66e9c344b892a43ebc5022c12,1362042458,Dani Megert,9,9,1,master,GIT,13-Feb,2013-02-28
c4d420286bd9069c1a4bafd80e81618b6c3d08cd,1361978856,Dani Megert,38,0,1,refs/heads/R3_8_maintenance,GIT,13-Feb,2013-02-27
b7f3f398df7a92819a18c6e90554c317dfcc5b8c,1361971573,Markus Keller,4,3,1,master,GIT,13-Feb,2013-02-27
02b61b229b776a9f74932e1a6b791c41af63d07f,1361963225,Dani Megert,142,137,1,master,GIT,13-Feb,2013-02-27
c896f98b0445fb681b27fd45dd3fdb46b0870868,1361956530,Dani Megert,6,6,0,master,GIT,13-Feb,2013-02-27
8113b4866b38554c893cd820c6ff60dbffcf9379,1361898382,Dani Megert,18,18,0,master,GIT,13-Feb,2013-02-26
cf103b7d08229dd462c934cfb7b64e1342ebce38,1361897712,Manju Mathew,70,68,1,master,GIT,13-Feb,2013-02-26
82caef2a2748e4f077a832386a545fdb85dfd1b2,1361879659,Dani Megert,4,0,1,refs/heads/R3_8_maintenance,GIT,13-Feb,2013-02-26
6ed1869c94df08b691a99a14a63285189ff32c41,1361879419,Dani Megert,4,0,1,master,GIT,13-Feb,2013-02-26
e8f71041f4e16b99763fab8817f394b7a48f5460,1361814824,Markus Keller,8,0,0,master,GIT,13-Feb,2013-02-25
ab8fcdcf442319d2bdd704c155f123a7251035d8,1361814811,Markus Keller,3,3,0,master,GIT,13-Feb,2013-02-25
267d952fd297934498e5c2cd0e3682726fcb33be,1361814793,Markus Keller,5,2,1,master,GIT,13-Feb,2013-02-25
8293e169e9cb3af1fbda3a522befafab6d7b70db,1361812266,Dani Megert,34,0,1,master,GIT,13-Feb,2013-02-25
a5cf9a0bf73517dbcdb61cf692400c8690e26181,1361794687,Dani Megert,3,0,1,refs/heads/R3_8_maintenance,GIT,13-Feb,2013-02-25
d38a224382e549bc29e606ceac00b372f57bc298,1361791575,Dani Megert,3,0,1,master,GIT,13-Feb,2013-02-25
79eb9ff8a108fc909abf657dde3c542e0c517a2c,1361553320,Noopur Gupta,90,90,2,master,GIT,13-Feb,2013-02-22
7ae5ab4ace459ed8ca7159ab83e7b74536b5f4b5,1361541037,Markus Keller,2,2,0,master,GIT,13-Feb,2013-02-22
a5b0a4d6205b2f428b203f9a19d54f1ae5adcafb,1361456020,Dani Megert,1,1,1,master,GIT,13-Feb,2013-02-21
5fbea61b854511e29f138e1e108a55fa25158fb0,1361454289,Dani Megert,2,2,0,master,GIT,13-Feb,2013-02-21
721039a345ac588d8e79eff09cd67564ec482b89,1361453707,Dani Megert,1,1,1,master,GIT,13-Feb,2013-02-21
e6cca01f9de9b59c2f34a2f94a8dcc4f7276008b,1361453633,Noopur Gupta,3,3,1,master,GIT,13-Feb,2013-02-21
43598399868daddfd1594f4d8d21c79c2a2a8f23,1361449416,Dani Megert,0,0,0,master,GIT,13-Feb,2013-02-21
470ff6a9d1aefcd997dc6e2968d0e433923f0ebd,1361448233,Noopur Gupta,9,9,1,master,GIT,13-Feb,2013-02-21
ab40939a6c55e0fb03045c2f0131c8cea08b2183,1361443927,Dani Megert,1,1,0,master,GIT,13-Feb,2013-02-21
aa32ffa64427a7e231222cf301563cfbc3ed0a0e,1361373335,Noopur Gupta,2403,2402,1,master,GIT,13-Feb,2013-02-20
7cc3f719fa1f6e9cb992e46834ac4c2a112f7db6,1361268005,Dani Megert,1,0,1,master,GIT,13-Feb,2013-02-19
d182092750909efeaaf0fd69d281b52c18b7c6ff,1361188348,Markus Keller,3,2,1,master,GIT,13-Feb,2013-02-18
c95419248d733da96eefae2ed57755ada10a5f60,1361175887,Dani Megert,9,9,0,master,GIT,13-Feb,2013-02-18
cf0c4beeb2326627bec6196f67c096b928022cf8,1360935362,Noopur Gupta,204,204,1,master,GIT,13-Feb,2013-02-15
5a3d67c973f51af4cd34e01331afe194ec6532ce,1360771094,Markus Keller,5,5,0,master,GIT,13-Feb,2013-02-13
9f5838bea1419b66d88c7e62d7617e995b5aa58e,1360759714,Stephan Herrmann,588,584,1,master,GIT,13-Feb,2013-02-13
44c9da3a02bf981e6321cc2044b1df465546f9c5,1360759600,Dani Megert,1,0,0,master,GIT,13-Feb,2013-02-13
6a6d2c3ffc87791fb50954a2f529570d4775f266,1360754404,Dani Megert,2,2,0,master,GIT,13-Feb,2013-02-13
125bb2069af7e225f1ede8dc599552d6c5413e66,1360752235,Noopur Gupta,5,5,1,master,GIT,13-Feb,2013-02-13
46efd2451d977da3aa43c14af834d609c722b263,1360748818,Dani Megert,107,106,1,master,GIT,13-Feb,2013-02-13
2fb2b7ab35104c02ff4e30a60c87411cad32d54e,1360631958,Markus Keller,2,2,1,master,GIT,13-Feb,2013-02-11
1d55d7ed7b092b913769d89841ee3491a1d9cc78,1360609357,Markus Keller,5,5,0,master,GIT,13-Feb,2013-02-11
a583861f948d28d2aaad73cc78eb5183bb1fb9e8,1360603134,Dani Megert,5,5,0,master,GIT,13-Feb,2013-02-11
20c463d7a212c4c913f3549bdc61fa97cd43f1d0,1360602644,Manju Mathew,267,265,1,master,GIT,13-Feb,2013-02-11
af70de53efe25fa20d00bb1fd9c1b16ee2cf3a84,1360583686,Markus Keller,11,11,0,master,GIT,13-Feb,2013-02-11
2bbf21f96794174724559fe3f868a32bd7775345,1360580998,Markus Keller,15,14,0,master,GIT,13-Feb,2013-02-11
503bfbfdc0c022daccca2a948dafaee8e1cd71b5,1360236899,Markus Keller,7,7,0,master,GIT,13-Feb,2013-02-07
316bc0e1e4ace02b5bf6fa3d07142a587249c03d,1360232758,Dani Megert,1,0,1,master,GIT,13-Feb,2013-02-07
d5b3c745ff430cfc4f164f571ec946bd3e45304d,1360232724,Dani Megert,2,0,0,master,GIT,13-Feb,2013-02-07
5b886ede78e8a3d9d56a4945755fbdbc6b673273,1360232694,Dani Megert,3,0,0,master,GIT,13-Feb,2013-02-07
4d5831ef11f91c2f82174f0999d6897332d89b3b,1360231463,Dani Megert,1,0,0,master,GIT,13-Feb,2013-02-07
abdbb0f183b6d07c2e22153214a5d1dc6bf871ad,1360160508,Markus Keller,39,39,1,master,GIT,13-Feb,2013-02-06
59830a7ae8a4077bbc44e35a7f7c97c5a02c3f33,1360148629,Noopur Gupta,137,135,1,master,GIT,13-Feb,2013-02-06
857d1aab166c17efcb44a5aa8579f053bca21edc,1360140347,Dani Megert,0,0,0,master,GIT,13-Feb,2013-02-06
624631f42fc4330ed97c8e76490392583eadac6d,1360139610,Dani Megert,1,1,0,master,GIT,13-Feb,2013-02-06
3ee8f8c961ee91ef640925ef9adc08d3fa1034b9,1360081123,Dani Megert,39,39,1,master,GIT,13-Feb,2013-02-05
d5faa2acdad0f9567d7a689209ccee6b3dfc37d2,1360080764,Dani Megert,0,0,0,master,GIT,13-Feb,2013-02-05
f747cca80cf934d4f9777294b175eebb3d262fc4,1360070945,Manju Mathew,12,12,0,master,GIT,13-Feb,2013-02-05
7a7a7b54f02ab46df5eae936f5b63cfb9cc5d8fd,1360066842,Dani Megert,0,0,0,master,GIT,13-Feb,2013-02-05
586eb3388af84b4262f1ffc03f6ee8d4d8f899aa,1359995958,Markus Keller,63,63,1,master,GIT,13-Feb,2013-02-04
d79155d1054134764d5883aa594c7cd7c1884ef1,1359985743,Manju Mathew,4,3,1,master,GIT,13-Feb,2013-02-04
71a008c52068d9d91b2cf813539fe4255546564f,1359639674,Markus Keller,0,0,0,master,GIT,13-Jan,2013-01-31
e30df192df705179019c1375f273c08a4a1078e1,1359639657,Markus Keller,13,13,0,master,GIT,13-Jan,2013-01-31
52ff99eb9b2828612fe521d9d8c881b170bf8b02,1359639325,Manju Mathew,1,1,1,master,GIT,13-Jan,2013-01-31
9dbbfa2f7d38d37dfa9ba067c22d84aa5bedb6ec,1359471103,Dani Megert,1,1,1,master,GIT,13-Jan,2013-01-29
e775f37ffdd45a30062233ba3bde2bd8c413bbd4,1359415647,Manju Mathew,99,99,1,master,GIT,13-Jan,2013-01-28
fc51e8b5424920c03e3818b63be98a56aa3066c1,1359366905,Dani Megert,1,1,1,master,GIT,13-Jan,2013-01-28
014be0004e8de6623acfcda7430c8dd5010869d4,1359131434,Markus Keller,58,58,0,master,GIT,13-Jan,2013-01-25
4849b9f8486e20eaf22834caa5a77f1e1dccbf72,1359130768,Markus Keller,4,4,0,master,GIT,13-Jan,2013-01-25
3dc7c2a368684cdcd97bee9b8d41b031ee17aef3,1359128980,Markus Keller,284,284,1,master,GIT,13-Jan,2013-01-25
7bf809d912b4e04995fa69e7a9251cab067da6d1,1359109594,Stephan Herrmann,9,8,1,master,GIT,13-Jan,2013-01-25
484aa92520300509498c00a85d3b0f19f59a0a25,1358867728,Dani Megert,1,1,0,master,GIT,13-Jan,2013-01-22
9528419f8d69d6adccd9dc68a70e733ca59b54e3,1358865998,Manju Mathew,1,1,1,master,GIT,13-Jan,2013-01-22
b07362bebd05c4fa6e7038aae57472cef42ba346,1358864951,Manju Mathew,40,40,1,master,GIT,13-Jan,2013-01-22
f506e7eafcc2db276e0427caa75ae3e286f43d0f,1358856575,Dani Megert,2,2,0,master,GIT,13-Jan,2013-01-22
5f0b41f0164318b11e29d8d3ce49257248d5f6d1,1358849842,Stephan Herrmann,1,1,2,master,GIT,13-Jan,2013-01-22
0fcc8cb5b2c36e93fdf48c4922337eff4f5d9ac3,1358842785,Snjezana Peco,18,18,1,master,GIT,13-Jan,2013-01-22
fd541d2f3fb968c3db6606d53a2e7b9cf084a389,1358793399,Noopur Gupta,12,10,2,master,GIT,13-Jan,2013-01-21
8090b38460fbebe106579e2de113b876132bb0c3,1358779171,Markus Keller,12,12,1,master,GIT,13-Jan,2013-01-21
d38770e79f7539a02c04283db1973de6d2729d5a,1358773701,Dani Megert,8,8,0,master,GIT,13-Jan,2013-01-21
9a9b9d6fd7d116505f8f2933d6c8047f391e366a,1358771073,Noopur Gupta,1,1,2,master,GIT,13-Jan,2013-01-21
4628086c831c2e0cecea6c69877495de98b7ce62,1358770787,Dani Megert,11,11,1,master,GIT,13-Jan,2013-01-21
3cc7374aad25b1fafc38139f43e8b84e4fa1b4f2,1358770705,Dani Megert,5,5,1,master,GIT,13-Jan,2013-01-21
b69e448521f6beccdaa711e78f6a3d43f46fc27f,1358769213,Markus Keller,8,7,1,master,GIT,13-Jan,2013-01-21
51636e9b5ca9d6f5f642330ed00b8f7d7a8e0871,1358440224,Dani Megert,1,1,1,master,GIT,13-Jan,2013-01-17
d473e3cfdf27b69a0689587fb0054f40a2643ea7,1358171648,Noopur Gupta,81,81,1,master,GIT,13-Jan,2013-01-14
54032a9e7765889b0276b390626a9fbb2877336c,1358158768,Dani Megert,2,2,0,master,GIT,13-Jan,2013-01-14
1843abac02e5aa418cf51d7874e53fef99c1ffc2,1358158392,Noopur Gupta,13,13,1,master,GIT,13-Jan,2013-01-14
1eb4ac014de23c6931919520c6a4b755a59833ad,1358156199,Dani Megert,0,0,1,master,GIT,13-Jan,2013-01-14
b56753a7cc02eaccb8de11f721340572b0ac7be4,1357846233,Manju Mathew,207,205,1,master,GIT,13-Jan,2013-01-10
1d67bcb40c63b0f2a68e3ed3b0a91fcdf0885738,1357826361,Dani Megert,0,0,1,master,GIT,13-Jan,2013-01-10
8386392d7578ca18f7015e7f8da7d6398e34852e,1357823131,Markus Keller,1,1,1,master,GIT,13-Jan,2013-01-10
0d0cfe448a96c7d67443c790114041fde16e0df7,1357822267,Dani Megert,15,15,1,master,GIT,13-Jan,2013-01-10
7deee1b79cf1789be4e7e257b25c31d2e6c9d19e,1357661923,Stephan Herrmann,12,12,1,master,GIT,13-Jan,2013-01-08
b267310ff6f01b19cbf3707fafd9e85faaaea525,1357655965,Dani Megert,8,8,1,master,GIT,13-Jan,2013-01-08
41847ed0d7c8e05c5db320255499b65c82f006ad,1357577914,Markus Keller,20,18,1,refs/heads/R3_8_maintenance,GIT,13-Jan,2013-01-07
b0b222223d451c5888f8efad2f4c33941bff5dd3,1357574717,Markus Keller,2,2,0,master,GIT,13-Jan,2013-01-07
d5435c30f68281a3f4c966918db2eee6000809d8,1357571415,Dani Megert,1,0,0,master,GIT,13-Jan,2013-01-07
f126b11027ee3f6e8035ab1549af41558d24322b,1357558810,Dani Megert,2,0,0,master,GIT,13-Jan,2013-01-07
046ee0128866e0a27a85f295b682656c3af84b92,1357379310,Manju Mathew,4,4,1,master,GIT,13-Jan,2013-01-05
a7ec327fd0ef595c2c4bf8d664efb7ad16c44b25,1357378197,Dani Megert,37,37,1,master,GIT,13-Jan,2013-01-05
ba2173ee74ae3c07c116e588562354a357d1ec6e,1357378144,Dani Megert,4,4,0,master,GIT,13-Jan,2013-01-05
2a9ffe29bdd06c14d706d8f3865ef59c1255be9e,1357298011,Manju Mathew,664,651,0,master,GIT,13-Jan,2013-01-04
